@RELATION knnMusicGenre3
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE class {artifact,extrahls,murmur,normal}

@DATA
0.157701,0.000652,3.216280,0.243405,0.266864,1.260657,0.001432,0.208439,-27.057259,0.859640,-0.346984,-0.132144,-0.234340,0.058100,-0.112453,-0.161062,-0.133611,-0.159832,-0.060206,-0.032496,-0.028274,0.011124,0.006531,0.011070,0.010823,0.013429,0.011856,0.013982,0.004378,0.009666,0.008567,0.010848,0.007507,0.007132,0.018325,0.000443,0.127238,0.012263,0.007399,0.189882,0.000314,0.033780,0.374662,0.235675,0.173020,0.190658,0.181391,0.182261,0.172391,0.161914,0.158979,0.161467,0.148267,0.146467,0.150170,0.006137,0.004528,0.005761,0.006878,0.010714,0.007320,0.007660,0.003162,0.008076,0.004357,0.005228,0.005996,0.003066,300.000000,0.077551,artifact
0.024801,0.013243,2.770931,0.083924,0.160380,0.103940,0.013205,0.029567,-27.764075,3.443056,0.383286,0.452440,-0.268482,0.112855,-0.503350,0.028216,-0.116113,-0.238353,0.032444,-0.091478,0.097600,0.023948,0.003260,0.037516,0.028434,0.035104,0.021551,0.042685,0.000818,0.011868,0.022522,0.027204,0.003480,0.022858,0.016940,0.017405,0.375673,0.033986,0.038453,0.117571,0.005528,0.017175,1.649361,0.657766,0.371510,0.301941,0.263622,0.266427,0.267379,0.207012,0.157011,0.175707,0.159129,0.154432,0.144410,0.017587,0.002963,0.024983,0.021441,0.019926,0.017899,0.026034,0.000836,0.009423,0.016373,0.018090,0.002765,0.005898,300.000000,0.161572,artifact
0.062266,0.031656,3.191426,0.123919,0.200873,0.210737,0.004895,0.065976,-22.465942,1.502826,-0.916985,0.750322,-0.350315,-0.452407,-0.236345,-0.059926,-0.224785,-0.015595,-0.119695,0.146727,-0.066841,0.015153,0.007342,0.012858,0.011590,0.021569,0.015465,0.019488,0.004786,0.015108,0.011732,0.016914,0.007480,0.013554,0.015530,0.021625,0.072631,0.016528,0.013888,0.126111,0.002352,0.014295,0.529727,0.413535,0.281417,0.267540,0.213318,0.170192,0.176691,0.188198,0.185027,0.158990,0.174373,0.180056,0.188193,0.013288,0.005580,0.007758,0.009498,0.023828,0.016701,0.014896,0.003967,0.015781,0.010291,0.014283,0.007547,0.008137,200.000000,0.105469,artifact
0.057943,0.004640,3.152222,0.141847,0.198156,0.319003,0.003239,0.053766,-24.960848,2.333291,-0.345497,0.291066,0.110736,0.128046,-0.066294,-0.055291,-0.073703,-0.126601,-0.082123,-0.052749,-0.102390,0.025938,0.005678,0.039117,0.016707,0.028087,0.017088,0.029346,0.004155,0.007521,0.016106,0.023195,0.008598,0.017963,0.012050,0.002201,0.093304,0.014430,0.010744,0.103953,0.000790,0.017586,0.296449,0.185011,0.177157,0.170716,0.149029,0.150871,0.156335,0.146595,0.153663,0.162430,0.147419,0.148389,0.134324,0.015247,0.004182,0.022808,0.012770,0.014175,0.014004,0.014684,0.004314,0.005182,0.010616,0.013004,0.005561,0.005064,133.333333,0.092827,artifact
0.151160,0.006268,3.031478,0.259198,0.269448,0.979591,0.001930,0.186015,-24.587863,1.892048,0.375811,0.228464,-0.132287,-0.070170,-0.185330,-0.059385,-0.151877,-0.122125,-0.096140,-0.168764,-0.091621,0.025076,0.003945,0.026870,0.020801,0.023346,0.016190,0.025101,0.001865,0.007020,0.028691,0.024299,0.005662,0.015859,0.023244,0.004179,0.153906,0.018488,0.009909,0.297085,0.000991,0.088678,0.335824,0.290453,0.188100,0.205270,0.162874,0.148140,0.167510,0.146354,0.133254,0.154852,0.136837,0.144479,0.128190,0.017728,0.002897,0.015442,0.015551,0.016090,0.012666,0.013146,0.001444,0.005655,0.015263,0.015020,0.004241,0.003991,400.000000,0.106719,artifact
0.633326,0.008345,3.256723,0.650089,0.186332,1.414546,0.001619,0.786338,-39.317222,0.341820,-0.214329,0.130893,-0.101410,-0.018097,-0.020700,0.053724,-0.047378,-0.029034,-0.034127,0.014704,-0.011649,0.005652,0.001954,0.004146,0.003720,0.006905,0.004045,0.006439,0.001629,0.002055,0.002042,0.002443,0.001483,0.002910,0.038310,0.003287,0.086718,0.027168,0.005172,0.092592,0.000331,0.037370,0.990975,0.188431,0.151758,0.138003,0.125198,0.121677,0.129136,0.135558,0.140336,0.125449,0.120495,0.124448,0.117302,0.002870,0.001522,0.002483,0.002368,0.002369,0.002429,0.002764,0.001254,0.001462,0.001211,0.001337,0.001025,0.000822,200.000000,0.103286,artifact
0.134415,0.000631,3.158065,0.217937,0.224724,0.716931,0.002876,0.159629,-29.492822,1.429172,0.095314,-0.027260,-0.604625,-0.168425,-0.230894,-0.093703,-0.057755,-0.044143,-0.101771,0.017575,0.053969,0.016368,0.016795,0.015501,0.017440,0.014421,0.025042,0.030055,0.004042,0.007469,0.009820,0.010474,0.005181,0.014010,0.052805,0.000273,0.174839,0.055580,0.017938,0.278447,0.000930,0.087435,1.408771,0.362727,0.297019,0.215620,0.206939,0.226941,0.166621,0.163690,0.169031,0.154741,0.166397,0.158907,0.161526,0.011391,0.013973,0.012854,0.014714,0.010392,0.016818,0.020795,0.004126,0.007460,0.006910,0.009258,0.003712,0.005281,150.000000,0.098765,artifact
0.080369,0.104226,3.206626,0.169927,0.187555,1.001879,0.003266,0.156473,-21.868279,0.590342,-0.472774,-0.441036,-0.525433,0.030097,-0.119498,-0.185754,-0.048885,0.076590,-0.069977,0.044836,-0.132642,0.008847,0.007298,0.013373,0.009521,0.008348,0.008558,0.015380,0.008515,0.009202,0.014647,0.009514,0.008159,0.007272,0.024622,0.063035,0.141025,0.048770,0.044037,0.410866,0.002066,0.055249,1.884350,0.542761,0.317421,0.330269,0.289397,0.252534,0.219786,0.204577,0.172010,0.155919,0.147230,0.155503,0.153396,0.006060,0.005870,0.009745,0.006037,0.005507,0.005624,0.009079,0.007534,0.005425,0.011223,0.006124,0.005797,0.003490,300.000000,0.143519,artifact
0.025093,0.300206,3.189924,0.089525,0.165384,0.081800,0.036833,0.026512,-24.604109,3.640375,-0.232428,-0.623134,-1.053963,-0.825128,-0.668647,-0.314934,0.052564,0.378281,0.306112,0.147601,-0.001459,0.008215,0.003069,0.004792,0.003071,0.008131,0.009841,0.017121,0.001353,0.023130,0.056813,0.034986,0.012267,0.021658,0.004100,0.045604,0.104307,0.035135,0.048704,0.052297,0.021996,0.010129,1.491652,0.808295,0.254333,0.277813,0.306434,0.214768,0.183408,0.230132,0.214129,0.188394,0.147154,0.160637,0.106172,0.006988,0.002945,0.004129,0.002117,0.006454,0.007971,0.016177,0.001283,0.018748,0.034415,0.032563,0.012335,0.008793,300.000000,0.195021,artifact
0.016636,0.393102,3.290726,0.076553,0.154415,0.016890,0.031764,0.017705,-23.408960,3.681347,-0.262892,-0.571436,-1.147793,-1.098449,-0.705956,-0.299274,0.152600,0.488002,0.530881,0.225729,0.001846,0.003614,0.001249,0.001133,0.000885,0.001320,0.004272,0.006123,0.000119,0.030869,0.069961,0.033289,0.010544,0.026049,0.001985,0.039587,0.031027,0.037937,0.053975,0.023470,0.020508,0.001902,1.577959,0.765109,0.237126,0.222088,0.224767,0.281457,0.179672,0.205474,0.180898,0.175536,0.222393,0.136126,0.125698,0.003106,0.001034,0.000917,0.000652,0.001012,0.007486,0.004561,0.000099,0.029045,0.036163,0.032301,0.010927,0.008145,171.428571,0.152672,artifact
0.197071,0.004967,2.863091,0.276125,0.277322,1.334090,0.006618,0.298230,-28.901338,1.682679,0.548386,0.547549,0.314702,0.251675,0.092514,0.069721,0.008362,-0.013414,-0.044248,-0.044565,-0.042617,0.015926,0.002284,0.037563,0.007653,0.026124,0.005308,0.038950,0.001875,0.003360,0.019994,0.026950,0.003076,0.017050,0.072866,0.013070,0.536739,0.078545,0.024139,0.800365,0.010176,0.191193,1.082592,0.890543,0.464882,0.280421,0.219050,0.185736,0.156312,0.137463,0.137977,0.123631,0.129483,0.134670,0.128809,0.011033,0.001779,0.031649,0.005744,0.018775,0.003664,0.029997,0.001723,0.002550,0.015953,0.017797,0.002469,0.010777,200.000000,0.141264,extrahls
0.075618,0.002377,2.552403,0.160105,0.245753,0.213218,0.010269,0.021572,-30.608296,2.683174,0.942800,0.761368,0.296503,0.190957,0.055936,-0.038219,-0.150592,-0.117356,-0.088129,-0.096714,-0.089287,0.034172,0.000931,0.046416,0.016530,0.034097,0.006786,0.053430,0.000831,0.002801,0.035731,0.039795,0.001215,0.025986,0.031995,0.007659,0.360579,0.043213,0.035281,0.150893,0.008644,0.019288,1.200208,0.671165,0.428841,0.271136,0.210705,0.193729,0.185692,0.141589,0.148123,0.150213,0.160961,0.139582,0.132413,0.026752,0.001183,0.027281,0.015140,0.019128,0.005743,0.026556,0.001656,0.002960,0.024003,0.022761,0.001576,0.005468,150.000000,0.131579,extrahls
0.448196,0.002486,2.940713,0.427212,0.318740,2.384031,0.008077,0.777989,-32.912963,0.823820,0.481828,0.315355,0.162893,0.096181,-0.010262,-0.029436,-0.054747,-0.075493,-0.090695,-0.076107,-0.050669,0.007581,0.001363,0.017430,0.004217,0.024332,0.003233,0.015721,0.001369,0.002142,0.007604,0.012583,0.001480,0.009729,0.099734,0.007363,0.697617,0.130194,0.033286,1.073273,0.013920,0.351074,2.191905,1.418418,0.442106,0.310880,0.212669,0.191033,0.162415,0.145476,0.133676,0.141995,0.154032,0.133633,0.134228,0.011452,0.000947,0.027595,0.004737,0.010540,0.002969,0.023804,0.000920,0.001383,0.011628,0.019153,0.000985,0.008900,120.000000,0.164794,extrahls
0.054466,0.002683,2.515887,0.133449,0.231152,0.101344,0.011289,0.020437,-29.697002,2.618290,0.447788,1.029168,0.213688,0.385590,0.418227,0.062975,0.058868,-0.018286,-0.065946,0.085636,-0.076221,0.013278,0.001017,0.061687,0.006054,0.042806,0.004000,0.064807,0.000593,0.002141,0.030924,0.048484,0.001472,0.030437,0.023563,0.007457,0.406213,0.030441,0.026446,0.070258,0.008096,0.014921,1.288449,0.457678,0.366993,0.283547,0.223001,0.195566,0.233415,0.176102,0.179647,0.186309,0.139873,0.155188,0.148134,0.011553,0.001161,0.039160,0.006109,0.026586,0.004409,0.030922,0.000639,0.002289,0.022196,0.027957,0.001508,0.007680,120.000000,0.105505,extrahls
0.088174,0.003199,2.651896,0.172030,0.242511,0.476854,0.014896,0.070659,-31.515964,2.091275,0.583359,0.696060,0.159982,0.214947,0.167783,0.052614,-0.054857,0.068424,-0.025794,-0.073333,-0.032735,0.015975,0.003173,0.045674,0.008107,0.035688,0.005619,0.054177,0.002934,0.003438,0.023089,0.036485,0.002020,0.022749,0.035714,0.007449,0.538032,0.054906,0.040003,0.286160,0.016592,0.044789,1.467702,0.822785,0.456521,0.304895,0.240465,0.252271,0.175457,0.171763,0.194346,0.164279,0.139748,0.136291,0.130129,0.014008,0.001745,0.026243,0.006851,0.017913,0.004024,0.034746,0.003517,0.002977,0.015028,0.021747,0.001895,0.009087,200.000000,0.148837,extrahls
0.129622,0.006900,2.102834,0.200775,0.274213,0.307932,0.009588,0.041750,-27.355372,2.654229,0.901952,0.742354,0.450440,0.264858,0.134496,0.025839,-0.083287,-0.076230,-0.132979,-0.103260,-0.062675,0.028350,0.000892,0.053381,0.013481,0.035922,0.005432,0.053274,0.000489,0.002171,0.033120,0.049330,0.001171,0.025682,0.046190,0.008690,0.550694,0.047946,0.022323,0.305912,0.007902,0.066010,0.819374,0.527091,0.335940,0.285321,0.237312,0.199998,0.223848,0.177947,0.171760,0.167470,0.141153,0.142657,0.125711,0.019529,0.001216,0.024272,0.011590,0.016964,0.005408,0.025381,0.000671,0.002542,0.020892,0.028838,0.001545,0.007214,240.000000,0.099476,extrahls
0.103105,0.007179,2.097442,0.131173,0.221818,0.198117,0.017387,0.032169,-31.984417,3.345141,1.065696,0.636655,0.260792,0.235798,0.079519,0.059514,-0.024268,-0.025805,-0.045317,-0.021426,-0.044237,0.019985,0.001225,0.053660,0.010641,0.043751,0.007118,0.057831,0.000493,0.003236,0.034181,0.040513,0.001554,0.026456,0.066554,0.016475,0.648339,0.065034,0.056361,0.302080,0.015003,0.047308,2.368182,0.994906,0.462936,0.330528,0.249886,0.233453,0.199833,0.186791,0.159666,0.149646,0.142124,0.127795,0.128159,0.015664,0.001606,0.031811,0.010967,0.025205,0.007833,0.026871,0.000771,0.003964,0.019900,0.022142,0.001941,0.007593,120.000000,0.107023,extrahls
0.079267,0.000734,2.326225,0.115622,0.212053,0.089999,0.014505,0.020629,-33.410362,3.507411,0.449398,0.619952,0.151119,0.023594,-0.057977,-0.015802,-0.099847,-0.108632,-0.097884,-0.053721,-0.061158,0.030293,0.001921,0.049140,0.021319,0.033680,0.011526,0.043625,0.000750,0.004653,0.034162,0.039376,0.002364,0.023491,0.039974,0.001681,0.512172,0.043770,0.050436,0.077505,0.011546,0.010363,2.067088,0.919798,0.485834,0.268600,0.239061,0.213626,0.195409,0.197096,0.200494,0.187296,0.181152,0.147361,0.140280,0.024062,0.002018,0.026559,0.016248,0.017611,0.010176,0.021044,0.001100,0.004378,0.019871,0.020078,0.002527,0.005234,240.000000,0.114007,extrahls
0.325990,0.003784,2.499217,0.290670,0.306132,1.301706,0.015810,0.496098,-32.126887,1.871853,0.531401,0.376645,0.207878,0.274139,0.095750,-0.013679,-0.101116,-0.077795,-0.026407,0.005864,-0.022995,0.016994,0.002502,0.031662,0.008347,0.025503,0.008543,0.032862,0.001977,0.004211,0.019280,0.026026,0.002495,0.014343,0.095406,0.010482,0.812195,0.116335,0.056149,0.890695,0.023773,0.392202,2.152291,1.177248,0.527045,0.414583,0.250645,0.183270,0.171399,0.172693,0.180951,0.167446,0.144576,0.140187,0.132959,0.013000,0.002125,0.025955,0.006484,0.021517,0.006595,0.023768,0.001607,0.003501,0.013772,0.016698,0.002087,0.009605,109.090909,0.100649,extrahls
0.386744,0.003339,2.746979,0.343321,0.322035,1.818542,0.007940,0.664925,-29.914813,1.044129,0.419737,0.394070,0.145138,0.183872,-0.019538,-0.035724,-0.066735,-0.092570,-0.089462,-0.071498,-0.065209,0.014628,0.002662,0.018597,0.008724,0.015725,0.005745,0.022594,0.002278,0.003855,0.014078,0.015431,0.002734,0.008832,0.080844,0.008512,0.727352,0.100389,0.032596,0.918683,0.013102,0.357645,1.790191,1.206279,0.436148,0.259735,0.208889,0.201209,0.181146,0.153766,0.156682,0.149297,0.160916,0.138366,0.137936,0.013880,0.002177,0.017485,0.007346,0.013794,0.004419,0.023370,0.001780,0.002505,0.015376,0.014368,0.002055,0.008478,200.000000,0.166667,extrahls
0.080051,0.007737,2.425333,0.153877,0.241214,0.209042,0.011860,0.024652,-28.794481,2.805505,0.816803,0.660965,0.237736,0.186482,0.056200,0.087586,0.037943,-0.029402,-0.013769,-0.014876,-0.074621,0.023470,0.001625,0.047348,0.009788,0.036952,0.004569,0.061783,0.000642,0.003246,0.034702,0.042427,0.001566,0.027053,0.035964,0.016985,0.461778,0.045519,0.033914,0.167860,0.010599,0.020473,1.299357,0.642406,0.354068,0.248526,0.212412,0.187564,0.166933,0.135554,0.146061,0.150500,0.144163,0.131696,0.119657,0.020001,0.001852,0.030269,0.008333,0.022892,0.004554,0.029462,0.000718,0.003554,0.023423,0.021838,0.001660,0.006433,171.428571,0.182759,extrahls
0.032454,0.003600,2.674513,0.113385,0.211666,0.068411,0.011988,0.013002,-30.231502,3.387625,0.839332,0.774109,0.263805,0.070629,-0.033945,-0.008993,-0.057711,-0.060155,-0.040042,-0.003514,-0.037708,0.027982,0.000678,0.053540,0.015215,0.041621,0.006771,0.048851,0.000279,0.003199,0.035774,0.045475,0.001124,0.027724,0.013559,0.008031,0.424519,0.030564,0.030638,0.046505,0.006090,0.002610,1.391870,0.557690,0.296521,0.241748,0.179350,0.175059,0.156365,0.156030,0.144089,0.144476,0.141147,0.131252,0.118829,0.022611,0.000612,0.030995,0.012723,0.026241,0.006853,0.025846,0.000292,0.003075,0.025622,0.025081,0.001104,0.005143,300.000000,0.101124,extrahls
0.166566,0.004086,2.138310,0.241728,0.287673,0.469803,0.008947,0.073557,-32.562897,2.652021,1.016035,0.621317,0.219083,0.149514,0.013021,-0.013589,-0.046770,-0.062897,-0.063958,-0.052054,-0.053952,0.028831,0.001170,0.045875,0.011955,0.035612,0.007953,0.053659,0.000596,0.003053,0.033150,0.038656,0.001480,0.024217,0.056456,0.014869,0.590652,0.064180,0.028323,0.420641,0.008099,0.111768,2.311292,0.664472,0.516774,0.303190,0.226094,0.189964,0.168931,0.159365,0.164416,0.172834,0.154069,0.121974,0.117830,0.020861,0.001155,0.023778,0.009589,0.019314,0.007859,0.030914,0.000623,0.002802,0.022365,0.018842,0.001417,0.006701,75.000000,0.114894,extrahls
0.387480,0.002475,2.691878,0.381627,0.305152,1.997657,0.010596,0.662195,-34.468108,1.077899,0.599056,0.393667,0.221323,0.158592,0.088852,0.044366,-0.000350,-0.019047,-0.031867,-0.040367,-0.034025,0.006753,0.001346,0.021881,0.004553,0.043781,0.003181,0.024052,0.001184,0.001971,0.010410,0.014410,0.001296,0.016125,0.087711,0.008781,0.954882,0.139336,0.044067,1.115038,0.017882,0.389825,2.995949,1.474423,0.427650,0.328111,0.249888,0.200553,0.162884,0.147817,0.133276,0.136702,0.135181,0.126567,0.132164,0.007996,0.001089,0.030153,0.005251,0.008668,0.003403,0.031272,0.000928,0.001825,0.013089,0.018351,0.001118,0.007351,200.000000,0.150943,extrahls
0.022066,0.003190,2.737236,0.098523,0.196924,0.043436,0.016138,0.014655,-30.644532,3.676949,0.596569,0.566059,0.171066,0.088322,0.153839,0.154477,-0.001656,0.016519,-0.028718,-0.065537,-0.141162,0.025608,0.002000,0.046303,0.011319,0.036367,0.004119,0.052740,0.000560,0.002912,0.040571,0.044705,0.002572,0.027649,0.008873,0.009006,0.423912,0.026241,0.029671,0.026733,0.012043,0.005779,1.320216,0.505793,0.393962,0.285086,0.223801,0.211874,0.166589,0.164736,0.153001,0.153558,0.164585,0.128022,0.129528,0.021415,0.002519,0.029930,0.010925,0.025899,0.003888,0.029870,0.000742,0.003007,0.030721,0.025799,0.002960,0.006310,150.000000,0.118081,extrahls
0.066142,0.014425,2.665727,0.158483,0.240548,0.191257,0.011401,0.022636,-27.174430,3.096324,0.721492,0.691448,0.284566,0.076481,0.112538,0.113102,-0.053099,-0.030772,0.073765,-0.055194,-0.065861,0.015857,0.001155,0.043240,0.016146,0.035012,0.004778,0.078641,0.000652,0.002564,0.037265,0.039622,0.001595,0.029480,0.040134,0.020542,0.448511,0.057896,0.036156,0.211215,0.009439,0.023053,1.175890,0.725842,0.326019,0.243677,0.225683,0.223471,0.148508,0.132388,0.143406,0.158780,0.108900,0.129020,0.161167,0.015148,0.001456,0.024323,0.017883,0.018171,0.004735,0.049706,0.000893,0.002335,0.027784,0.025505,0.001538,0.010379,171.428571,0.222222,extrahls
0.164054,0.006749,2.345393,0.205975,0.273774,0.599726,0.016599,0.096753,-29.968663,2.227238,0.625527,0.533649,0.199392,0.349012,0.150240,0.102934,0.024777,0.033255,-0.054394,-0.010177,-0.076322,0.014599,0.002156,0.046634,0.008120,0.035340,0.007895,0.051443,0.001720,0.004453,0.023281,0.036973,0.002809,0.021146,0.057957,0.018314,0.724475,0.072512,0.047361,0.474062,0.024660,0.090621,1.359813,0.878688,0.546332,0.381015,0.257408,0.221325,0.184601,0.183253,0.159559,0.171315,0.148595,0.123441,0.127844,0.009067,0.001713,0.022080,0.007912,0.021018,0.008853,0.026195,0.001779,0.004681,0.015889,0.017564,0.002711,0.008062,171.428571,0.224490,extrahls
0.015818,0.011766,2.515645,0.090500,0.189147,0.027899,0.017643,0.012114,-28.368359,3.637753,0.624745,0.810666,0.398764,0.312424,0.175759,0.105754,-0.006742,-0.034251,-0.065256,-0.049097,-0.050958,0.022690,0.001546,0.052450,0.007454,0.045367,0.005436,0.061230,0.000452,0.002012,0.037255,0.042189,0.001343,0.029084,0.005481,0.020236,0.472271,0.023629,0.028419,0.017016,0.007715,0.005988,1.586866,0.413483,0.612373,0.264800,0.211611,0.212490,0.161572,0.169873,0.153003,0.132729,0.108303,0.119553,0.123315,0.021265,0.003606,0.025365,0.007799,0.027987,0.006696,0.032999,0.001062,0.003045,0.025618,0.026205,0.002435,0.006453,240.000000,0.085366,extrahls
0.015892,0.018016,2.467731,0.096410,0.194622,0.033644,0.018616,0.013566,-27.773043,3.548911,0.601436,0.780660,0.381897,0.273545,0.168512,0.176532,0.046994,-0.019011,-0.043520,-0.032077,-0.061261,0.024241,0.001941,0.054276,0.007558,0.040485,0.005696,0.063270,0.000621,0.002709,0.034281,0.041923,0.002223,0.028723,0.007535,0.031243,0.406363,0.028997,0.030348,0.027137,0.011370,0.008720,1.779374,0.477552,0.759870,0.356422,0.230872,0.306330,0.193892,0.173820,0.123052,0.118726,0.088761,0.124099,0.123029,0.022125,0.003523,0.026205,0.008978,0.023539,0.007758,0.033978,0.001337,0.004030,0.028465,0.028662,0.003901,0.007322,200.000000,0.166667,extrahls
0.063868,0.013696,2.035882,0.135410,0.225385,0.141759,0.023700,0.015128,-30.026505,2.247843,0.740043,0.630285,0.324895,0.358619,0.291483,0.177791,0.212538,0.173244,0.080759,0.132220,0.046176,0.002799,0.000729,0.135104,0.001967,0.029594,0.001624,0.154229,0.000360,0.000848,0.004590,0.045642,0.000710,0.057271,0.035529,0.027846,0.523679,0.049903,0.037590,0.178611,0.021915,0.023990,1.906521,0.468370,0.408482,0.227677,0.188254,0.199883,0.179760,0.150288,0.158604,0.132302,0.139878,0.126771,0.118760,0.003127,0.001201,0.062306,0.002434,0.021701,0.002354,0.067890,0.000579,0.001242,0.004623,0.029466,0.001118,0.017967,200.000000,0.091575,murmur
0.280959,0.010702,2.406445,0.244057,0.260982,1.358345,0.018834,0.251047,-31.759821,0.817966,0.216265,0.264601,0.103960,0.264264,0.131494,0.068541,0.146295,0.101896,-0.005958,0.097450,-0.028843,0.005062,0.002576,0.065453,0.003628,0.013255,0.003177,0.062785,0.002306,0.002871,0.006041,0.016334,0.003681,0.024297,0.120356,0.026453,0.774774,0.092760,0.039406,0.926906,0.031280,0.190347,2.877522,1.247288,0.390280,0.303394,0.230833,0.183716,0.162630,0.165967,0.144952,0.143580,0.140227,0.114218,0.118703,0.004254,0.002104,0.090437,0.003137,0.012749,0.002831,0.076251,0.001980,0.002402,0.004451,0.017242,0.002673,0.030922,200.000000,0.144695,murmur
0.014228,0.009842,2.512753,0.098946,0.194980,0.032470,0.024611,0.004715,-29.975666,2.271465,0.743717,0.703887,0.443303,0.467267,0.357330,0.243544,0.311450,0.227476,0.169609,0.191377,0.102517,0.000827,0.000127,0.142203,0.000514,0.024870,0.000368,0.211881,0.000071,0.000233,0.001737,0.034884,0.000159,0.072192,0.009495,0.020015,0.354580,0.024939,0.025726,0.021073,0.017177,0.001124,1.648838,0.365066,0.275678,0.160232,0.162475,0.160728,0.140416,0.122449,0.154654,0.139527,0.114112,0.108493,0.095654,0.000881,0.000143,0.065168,0.000597,0.021573,0.000431,0.082518,0.000082,0.000268,0.001934,0.026253,0.000179,0.015073,200.000000,0.097561,murmur
0.014326,0.012732,2.531509,0.092384,0.197469,0.014922,0.054733,0.002246,-31.069034,2.537338,0.351530,0.513759,0.225996,0.267723,0.152200,0.158289,0.096404,0.110295,0.076738,0.082588,0.058963,0.000576,0.000092,0.096591,0.000382,0.038503,0.000283,0.268448,0.000051,0.000175,0.000747,0.007802,0.000113,0.083014,0.023412,0.032959,0.340220,0.030390,0.031924,0.012997,0.048270,0.001017,2.738151,0.206111,0.171315,0.102531,0.100105,0.102573,0.091928,0.067692,0.064654,0.067617,0.056264,0.052691,0.049530,0.000576,0.000090,0.081125,0.000366,0.036757,0.000275,0.116148,0.000050,0.000169,0.000727,0.010296,0.000109,0.025533,133.333333,0.108333,murmur
0.023040,0.009009,2.631400,0.101199,0.195692,0.061537,0.017394,0.011973,-28.105171,3.121591,0.996713,0.709696,0.365004,0.300224,-0.002283,0.065860,-0.029624,0.049917,-0.013725,-0.001740,-0.023792,0.021809,0.000752,0.062897,0.010066,0.048081,0.006485,0.061370,0.000297,0.002857,0.028034,0.045361,0.000948,0.030222,0.008919,0.018570,0.451834,0.025083,0.025200,0.039425,0.014498,0.003365,1.071124,0.368201,0.301094,0.232727,0.211477,0.197622,0.193340,0.160746,0.154527,0.130306,0.136763,0.124130,0.126048,0.020349,0.000797,0.035538,0.009368,0.026429,0.006118,0.028635,0.000318,0.002488,0.022653,0.023906,0.000935,0.005140,200.000000,0.132159,murmur
